id,booking_status_pred,Cancellation_prob
42100,0,0.08428218
42101,0,0.02514573
42102,0,0.28646526
42103,0,0.14280479
42104,1,0.5558595
42105,1,0.6861014
42106,0,0.31883392
42107,1,0.70130783
42108,0,4.303832e-07
42109,1,0.5686947
42110,1,0.6608037
42111,0,0.22123195
42112,0,0.34754825
42113,0,0.13969819
42114,0,0.32538363
42115,1,0.76352423
42116,0,0.05986415
42117,0,0.27124077
42118,1,0.94374365
42119,1,0.90584064
42120,1,0.9486745
42121,0,0.26713455
42122,0,0.0085817855
42123,1,0.59611666
42124,1,0.89876634
42125,0,0.0056447266
42126,0,2.0344089e-22
42127,0,0.009032537
42128,0,0.29243585
42129,1,0.69413793
42130,1,0.84238565
42131,0,0.4053436
42132,0,0.37070608
42133,1,0.96595097
42134,0,0.39909744
42135,0,3.7516028e-12
42136,0,0.04625471
42137,0,0.42127532
42138,1,0.5272414
42139,1,0.9028367
42140,0,0.007077735
42141,0,0.19325674
42142,1,0.51015145
42143,1,0.88426054
42144,0,0.06567666
42145,1,0.76280826
42146,0,0.050221633
42147,1,0.8449609
42148,1,0.6260588
42149,0,0.44377846
42150,0,0.32901612
42151,1,0.74315417
42152,1,0.62592304
42153,0,0.13801508
42154,1,0.5379974
42155,0,0.415513
42156,0,0.40763995
42157,0,0.013121839
42158,0,0.23995203
42159,1,0.7836425
42160,1,0.56640756
42161,0,0.00012626866
42162,0,0.061709844
42163,0,0.03111099
42164,1,0.6161192
42165,0,0.42646456
42166,1,0.73991287
42167,0,1.6501083e-08
42168,1,0.6870925
42169,1,0.8416037
42170,0,0.020395026
42171,0,0.2686753
42172,0,0.19025353
42173,1,0.82898647
42174,0,0.10362248
42175,0,0.20889035
42176,1,0.87114424
42177,0,0.13556229
42178,0,0.028059032
42179,1,0.9388929
42180,1,0.797264
42181,1,0.667516
42182,1,0.82760274
42183,0,0.40566114
42184,0,0.046182547
42185,0,0.14228132
42186,0,0.17804189
42187,0,0.3227934
42188,0,0.010317548
42189,0,0.16338828
42190,0,0.17002079
42191,0,0.3612734
42192,0,0.27579486
42193,0,0.11592342
42194,0,0.22756526
42195,1,0.9470026
42196,1,0.78120583
42197,0,0.41872877
42198,1,0.66305745
42199,1,0.60904044
42200,1,0.5403763
42201,1,0.5233293
42202,0,0.33443427
42203,0,0.29864025
42204,1,0.7843439
42205,0,0.18697844
42206,0,0.0059304624
42207,1,0.7320939
42208,0,0.050584897
42209,0,0.167183
42210,0,0.10236191
42211,0,0.23499863
42212,0,0.2278148
42213,1,0.81846255
42214,1,0.7522222
42215,0,0.1977994
42216,1,0.8740261
42217,0,0.13046496
42218,0,0.014575687
42219,0,0.17076145
42220,0,0.22506057
42221,1,0.7415497
42222,1,0.5056113
42223,0,0.16193551
42224,1,0.9556583
42225,1,0.69581157
42226,1,0.8455218
42227,0,0.04852544
42228,1,0.6970592
42229,0,0.10912594
42230,0,0.24370912
42231,1,0.7461229
42232,1,0.81422293
42233,0,0.1316718
42234,0,0.42865607
42235,0,0.10052238
42236,0,0.08423124
42237,1,0.78315896
42238,0,0.34234464
42239,0,0.27083856
42240,1,0.9452774
42241,1,0.72844416
42242,0,0.11060111
42243,1,0.9547989
42244,0,0.15695736
42245,1,0.66672575
42246,1,0.94750047
42247,1,0.7550945
42248,1,0.55911404
42249,1,0.8438206
42250,1,0.5143794
42251,0,0.29128313
42252,1,0.75554544
42253,1,0.6653965
42254,0,0.048741654
42255,0,0.08403369
42256,1,0.77266836
42257,1,0.70895267
42258,0,0.34352368
42259,1,0.8256124
42260,1,0.7399918
42261,1,0.76927155
42262,1,0.91878194
42263,1,0.96305805
42264,0,0.112230025
42265,1,0.7352101
42266,0,0.032877557
42267,0,0.19317774
42268,1,0.6851003
42269,0,0.07688619
42270,1,0.8793507
42271,1,0.7949001
42272,0,0.060183737
42273,0,0.070313044
42274,1,0.7593123
42275,0,0.3979546
42276,0,0.078485236
42277,0,0.12730609
42278,0,0.046498127
42279,0,0.25610095
42280,0,0.39064494
42281,0,0.0079857325
42282,0,0.40405688
42283,0,0.20493872
42284,0,0.40577096
42285,0,0.049996495
42286,0,0.043746077
42287,1,0.74093586
42288,0,0.3894997
42289,1,0.84165746
42290,0,0.020505827
42291,1,0.85943216
42292,0,0.13946491
42293,1,0.7717975
42294,1,0.9729599
42295,0,0.09006022
42296,0,0.082910486
42297,0,0.32719183
42298,0,0.056130286
42299,1,0.78091854
42300,1,0.5354085
42301,0,0.17222373
42302,0,0.14311135
42303,0,0.25973552
42304,0,0.12835482
42305,0,0.27378526
42306,0,0.23888534
42307,0,0.0972139
42308,0,0.14715609
42309,0,0.24924909
42310,0,0.3285274
42311,1,0.83642644
42312,0,0.09864055
42313,1,0.8348316
42314,1,0.6735208
42315,0,0.17094737
42316,1,0.7543903
42317,0,0.28430814
42318,0,0.42413324
42319,0,0.023152897
42320,0,0.31950063
42321,0,0.3778344
42322,1,0.88341904
42323,0,0.014097287
42324,1,0.76980305
42325,0,0.055076357
42326,1,0.5832599
42327,0,0.0346413
42328,0,0.12943882
42329,0,0.21662816
42330,1,0.7975962
42331,0,0.3950709
42332,0,0.23306423
42333,1,0.7196351
42334,0,0.01666522
42335,1,0.7657492
42336,0,0.043350384
42337,1,0.72219086
42338,0,0.2643835
42339,0,0.0033637835
42340,0,0.12259641
42341,1,0.81743693
42342,1,0.9241892
42343,0,0.4295629
42344,0,0.2921489
42345,0,0.024769826
42346,1,0.9574821
42347,1,0.7708957
42348,1,0.85225016
42349,0,0.04974592
42350,0,0.27047077
42351,0,0.074405335
42352,1,0.57835937
42353,1,0.8244239
42354,0,0.053223085
42355,0,0.21079998
42356,0,0.49089453
42357,0,0.0003270669
42358,1,0.89098036
42359,0,0.069366775
42360,1,0.63965815
42361,0,0.10048793
42362,1,0.7144021
42363,0,0.16916811
42364,0,0.3394434
42365,0,0.28877878
42366,0,0.22191465
42367,1,0.7711558
42368,0,0.49002296
42369,1,0.8469638
42370,0,0.30356923
42371,0,0.04782488
42372,0,0.34897652
42373,1,0.94954985
42374,1,0.5889868
42375,0,0.4610762
42376,0,0.045666374
42377,1,0.95220053
42378,1,0.51778495
42379,0,0.26613474
42380,0,0.018292326
42381,1,0.71830386
42382,1,0.55147636
42383,1,0.9523387
42384,0,0.15780914
42385,0,0.006103585
42386,1,0.7739827
42387,1,0.65824807
42388,0,0.040791173
42389,0,0.012001599
42390,1,0.8497921
42391,0,0.07189535
42392,0,0.054141402
42393,0,0.12931176
42394,0,0.2939662
42395,1,0.5824686
42396,0,0.1902246
42397,1,0.9424279
42398,0,0.08319486
42399,1,0.7585634
42400,0,0.39856276
42401,0,0.16054122
42402,1,0.77845323
42403,1,0.66174203
42404,0,0.23951043
42405,0,0.25081524
42406,0,0.35280228
42407,0,0.12185737
42408,0,0.1836846
42409,0,0.2409379
42410,1,0.7897946
42411,0,1.8831847e-09
42412,1,0.93184435
42413,1,0.72389984
42414,1,0.74481887
42415,0,0.2945049
42416,1,0.82665575
42417,0,0.15961158
42418,0,0.35086414
42419,0,0.28541762
42420,0,0.10978465
42421,0,0.07495349
42422,0,0.42867938
42423,1,0.57312304
42424,1,0.85515314
42425,0,0.35381934
42426,0,0.2590275
42427,0,0.08194002
42428,0,0.19392487
42429,1,0.96519566
42430,0,0.3828009
42431,1,0.7729624
42432,1,0.9427051
42433,0,0.1316258
42434,0,0.0003884464
42435,0,0.053643294
42436,0,0.3690526
42437,0,0.20180732
42438,0,0.23675866
42439,1,0.96191883
42440,0,0.09961173
42441,1,0.94339854
42442,0,0.11214633
42443,0,0.22099552
42444,0,0.08469487
42445,0,0.06033075
42446,1,0.86395204
42447,0,0.15818542
42448,0,0.042411346
42449,0,0.20434359
42450,0,0.20981015
42451,0,0.13813238
42452,0,0.009908036
42453,0,0.18632111
42454,0,0.14330575
42455,0,0.35634947
42456,0,0.29466388
42457,0,0.038482975
42458,0,0.20683165
42459,0,0.41861007
42460,1,0.81460375
42461,0,0.082519114
42462,1,0.66944826
42463,0,0.20028976
42464,1,0.84615314
42465,0,0.1890041
42466,1,0.8009759
42467,0,0.3578669
42468,0,0.2826839
42469,0,0.07940145
42470,0,0.22229145
42471,1,0.53232646
42472,0,0.35732898
42473,0,0.101913586
42474,0,0.41039106
42475,0,0.078570545
42476,0,0.001923367
42477,0,0.30837196
42478,1,0.8816559
42479,1,0.7566045
42480,0,0.003965043
42481,0,0.1564228
42482,0,0.046726074
42483,0,0.3491314
42484,0,0.32510248
42485,0,0.07658225
42486,1,0.7460859
42487,0,0.44349772
42488,0,0.002667524
42489,0,0.15283123
42490,0,0.06415318
42491,1,0.67711204
42492,0,0.29690486
42493,0,0.15024042
42494,0,0.17980583
42495,0,0.3815008
42496,0,0.24193074
42497,0,0.0071677547
42498,0,0.07100266
42499,0,0.054439817
42500,0,0.13220637
42501,0,0.27173868
42502,1,0.589621
42503,1,0.8536597
42504,0,0.06292422
42505,0,1.1035217e-08
42506,0,0.4252533
42507,0,0.0041724946
42508,0,0.16934492
42509,0,0.1456528
42510,1,0.55059147
42511,0,0.46118373
42512,0,0.2295539
42513,0,0.011140247
42514,0,0.017386096
42515,0,0.41796115
42516,0,0.44190195
42517,1,0.70430976
42518,1,0.8190954
42519,0,0.27415383
42520,1,0.56249607
42521,0,0.01799233
42522,0,0.26429623
42523,0,0.27532333
42524,0,0.4089579
42525,1,0.77336127
42526,1,0.8718491
42527,0,0.25016877
42528,0,0.46833837
42529,0,0.21498697
42530,1,0.5805451
42531,1,0.8629418
42532,0,0.17659366
42533,0,0.46095723
42534,0,0.063592665
42535,1,0.9470323
42536,0,0.20792514
42537,0,0.10011999
42538,1,0.66721505
42539,0,0.22266687
42540,0,0.21797763
42541,0,0.17903191
42542,0,0.24810174
42543,0,0.4018185
42544,0,0.021665398
42545,1,0.9109898
42546,0,0.0523599
42547,0,0.2613942
42548,0,0.33809412
42549,0,0.23076245
42550,0,0.34906012
42551,1,0.95090944
42552,1,0.73233783
42553,0,0.006653238
42554,0,0.20211053
42555,0,0.23990256
42556,0,0.14840634
42557,0,0.34250242
42558,0,0.20869574
42559,0,0.045693185
42560,0,0.17090572
42561,1,0.6503311
42562,1,0.8216794
42563,1,0.77594084
42564,0,0.43297377
42565,1,0.86483186
42566,1,0.96335334
42567,0,0.20107798
42568,0,0.04448523
42569,0,0.16492906
42570,0,0.31230378
42571,0,8.768392e-07
42572,0,0.40023926
42573,0,0.21419996
42574,1,0.58423173
42575,1,0.7852659
42576,0,0.10845871
42577,0,0.18525475
42578,0,0.009667017
42579,0,0.023288423
42580,0,6.3156026e-19
42581,1,0.9428477
42582,0,0.08641775
42583,0,0.025182735
42584,0,0.022021916
42585,0,0.14069219
42586,0,0.0012181632
42587,1,0.89512527
42588,0,0.34897652
42589,1,0.56778073
42590,1,0.92276084
42591,0,0.19002005
42592,0,0.19636117
42593,0,0.41422442
42594,0,0.023293942
42595,0,0.2960273
42596,0,0.40196532
42597,0,0.094808616
42598,0,0.21066523
42599,0,0.34151644
42600,0,0.0015629735
42601,1,0.50578064
42602,1,0.8233466
42603,0,0.11166286
42604,1,0.78240633
42605,1,0.65048593
42606,1,0.7449586
42607,0,0.18687339
42608,0,0.28622508
42609,0,1.33663825e-05
42610,1,0.60427904
42611,1,0.73860097
42612,0,0.025446778
42613,0,0.07626921
42614,0,0.0042940066
42615,0,0.15878004
42616,1,0.77534795
42617,0,0.249625
42618,1,0.5338799
42619,0,0.17360702
42620,1,0.77090347
42621,1,0.74032146
42622,0,0.3973021
42623,1,0.7766846
42624,0,0.026390966
42625,0,0.13798507
42626,1,0.8920441
42627,1,0.59643584
42628,1,0.716214
42629,1,0.7680187
42630,1,0.8497527
42631,0,0.28973404
42632,0,0.0055985413
42633,0,0.047010463
42634,0,0.27898112
42635,0,0.08124169
42636,0,0.4253222
42637,0,0.41430238
42638,0,0.0130696725
42639,1,0.60698336
42640,0,0.094219655
42641,0,0.067294426
42642,0,0.3306721
42643,0,0.18929586
42644,0,0.27202013
42645,1,0.5886107
42646,1,0.759554
42647,0,0.078405984
42648,0,0.0465837
42649,0,0.20303136
42650,1,0.5980097
42651,0,0.16372517
42652,0,0.1613574
42653,0,0.19884273
42654,0,0.18955804
42655,0,0.11999862
42656,0,0.40623146
42657,1,0.81228256
42658,0,0.06498783
42659,0,0.39678037
42660,0,0.39010334
42661,0,0.2186305
42662,1,0.94235873
42663,0,0.019418154
42664,0,0.06283789
42665,0,0.27927694
42666,1,0.75042015
42667,0,0.10804765
42668,0,0.030978158
42669,1,0.8284347
42670,1,0.82262653
42671,0,0.23182261
42672,1,0.9483597
42673,0,0.19098887
42674,0,0.0020813388
42675,0,0.30550703
42676,0,0.20216262
42677,0,0.39312887
42678,0,0.14125393
42679,0,0.15730464
42680,0,0.45108363
42681,0,0.03128025
42682,1,0.8292711
42683,1,0.9350267
42684,0,0.019046653
42685,0,0.17883547
42686,0,0.25710547
42687,0,0.05193447
42688,1,0.54679257
42689,1,0.93033546
42690,0,0.23079622
42691,0,0.015971843
42692,0,0.03526629
42693,1,0.6114599
42694,0,0.10695898
42695,0,0.35203126
42696,1,0.56824654
42697,0,0.34091842
42698,0,0.19660906
42699,1,0.56840605
42700,0,0.41154507
42701,0,0.001655762
42702,0,0.050556246
42703,0,0.3261538
42704,0,0.14731835
42705,0,0.021125833
42706,0,0.058002807
42707,0,0.023944667
42708,0,0.04210768
42709,0,0.0010054403
42710,0,0.35700968
42711,0,0.2597378
42712,1,0.62186414
42713,0,0.008524113
42714,0,0.12993737
42715,0,0.12174135
42716,1,0.5004053
42717,0,0.021134079
42718,0,0.091707
42719,0,0.027499974
42720,1,0.7436502
42721,1,0.6520148
42722,0,0.25723723
42723,0,0.2721066
42724,0,0.35609615
42725,0,0.004989596
42726,0,0.08981413
42727,1,0.8964187
42728,0,0.08145294
42729,1,0.938509
42730,0,0.3857321
42731,0,0.020342618
42732,1,0.7987688
42733,1,0.67946005
42734,0,0.19725116
42735,0,0.18661377
42736,1,0.9242401
42737,0,0.40305048
42738,0,0.06442264
42739,0,0.17831276
42740,0,0.2364401
42741,1,0.90556943
42742,0,0.015527268
42743,1,0.6873775
42744,1,0.80016947
42745,1,0.7782849
42746,0,0.09516179
42747,1,0.6038218
42748,1,0.93573856
42749,1,0.5127798
42750,1,0.5886761
42751,0,0.054512173
42752,0,0.077971436
42753,0,0.38601074
42754,1,0.5201565
42755,1,0.7662212
42756,0,0.12502359
42757,0,0.036494955
42758,1,0.65627277
42759,1,0.5695358
42760,0,0.38411784
42761,0,0.022318278
42762,1,0.94034076
42763,0,0.13632101
42764,1,0.85680217
42765,0,0.25843313
42766,0,0.020047422
42767,0,0.012163998
42768,1,0.56883955
42769,0,0.27983275
42770,0,0.08741258
42771,1,0.9030177
42772,0,0.15566757
42773,1,0.5395759
42774,0,0.045931604
42775,0,0.018383078
42776,0,0.04586848
42777,0,0.18395546
42778,0,0.41813633
42779,0,0.263452
42780,0,0.019001741
42781,0,0.43289253
42782,0,0.06234396
42783,0,0.28345484
42784,1,0.74442625
42785,0,0.43305796
42786,0,4.2995588e-13
42787,1,0.56405836
42788,0,0.30996773
42789,1,0.94619435
42790,0,0.13181004
42791,0,0.02876902
42792,0,0.25625956
42793,0,0.09564651
42794,0,0.29815686
42795,1,0.6914976
42796,1,0.9010649
42797,0,0.09624845
42798,1,0.7852589
42799,0,0.034469567
42800,1,0.6948902
42801,1,0.7260698
42802,0,0.21208628
42803,0,0.08150494
42804,0,0.09430686
42805,0,0.013342531
42806,1,0.5308462
42807,0,0.30940446
42808,0,1.2946028e-06
42809,0,0.12614538
42810,1,0.8784174
42811,1,0.7571187
42812,0,0.2890223
42813,1,0.73778695
42814,1,0.5547269
42815,0,0.11124611
42816,0,0.028334739
42817,1,0.6092579
42818,0,0.23884392
42819,0,0.08601667
42820,1,0.68336236
42821,0,0.008682021
42822,1,0.7180126
42823,1,0.8526277
42824,0,0.14927176
42825,0,0.0029877182
42826,1,0.9384528
42827,0,0.35213584
42828,1,0.6311951
42829,0,0.30922535
42830,1,0.74858004
42831,1,0.93984646
42832,0,0.120908245
42833,1,0.82358366
42834,0,0.12706
42835,1,0.8324797
42836,0,0.35246566
42837,1,0.76612943
42838,0,0.024306506
42839,1,0.75527704
42840,0,0.017702945
42841,0,0.0004164294
42842,0,0.17779619
42843,1,0.8772918
42844,0,0.2460977
42845,0,0.033677153
42846,1,0.7551269
42847,0,0.1065697
42848,0,0.019823449
42849,0,0.031781614
42850,0,0.15257405
42851,0,0.41658285
42852,0,0.4865674
42853,1,0.77235985
42854,0,0.049281497
42855,0,0.014807714
42856,0,0.14811397
42857,1,0.78238
42858,0,0.11329656
42859,0,0.01676112
42860,0,0.41210997
42861,0,0.043541506
42862,0,0.0023564145
42863,0,0.013813937
42864,1,0.9475828
42865,1,0.6604943
42866,0,0.15666805
42867,0,0.20265397
42868,1,0.7848694
42869,0,0.014667561
42870,0,0.08846622
42871,1,0.8672831
42872,0,0.26556548
42873,0,0.13695906
42874,0,0.26209477
42875,1,0.69241476
42876,1,0.62172407
42877,0,0.3169183
42878,0,0.4107542
42879,1,0.73774827
42880,0,0.034695055
42881,0,0.0032694908
42882,1,0.8027666
42883,1,0.702233
42884,0,0.09617935
42885,1,0.87843233
42886,1,0.864212
42887,0,0.31230947
42888,0,0.3337046
42889,1,0.76829934
42890,1,0.77483
42891,0,0.23203112
42892,0,0.21605253
42893,0,0.14843091
42894,0,0.011175201
42895,0,0.43948838
42896,0,0.082171515
42897,0,0.41134906
42898,1,0.8294983
42899,0,0.13263127
42900,0,0.23736516
42901,1,0.70494103
42902,0,0.19948368
42903,1,0.58076733
42904,1,0.56943625
42905,0,0.043215923
42906,0,0.17910339
42907,1,0.6298653
42908,1,0.69805974
42909,0,0.17450222
42910,0,0.013018964
42911,1,0.9309507
42912,0,0.26821586
42913,0,0.16110697
42914,0,0.23967688
42915,0,0.4992464
42916,0,0.0029116648
42917,0,0.027300151
42918,0,0.32322147
42919,0,0.39405742
42920,0,0.40939125
42921,1,0.8744463
42922,1,0.7538409
42923,1,0.9506943
42924,1,0.7853296
42925,0,0.44809297
42926,0,0.012123064
42927,0,0.064055786
42928,0,0.34018037
42929,0,0.043702748
42930,1,0.6700589
42931,0,0.3415863
42932,1,0.9239913
42933,0,0.07168274
42934,1,0.96556026
42935,0,0.16871004
42936,1,0.857508
42937,1,0.7610737
42938,1,0.94876415
42939,0,0.3262182
42940,1,0.66532403
42941,0,0.43737867
42942,0,0.13473488
42943,1,0.8466617
42944,0,0.185421
42945,1,0.68359464
42946,0,0.3106712
42947,0,0.072097555
42948,0,0.42593524
42949,0,0.02811735
42950,1,0.83177984
42951,0,0.12833525
42952,0,0.31463668
42953,1,0.7697505
42954,0,0.4635492
42955,1,0.9093456
42956,0,0.3450555
42957,1,0.55712235
42958,0,0.36230713
42959,0,0.21978211
42960,0,0.08622268
42961,1,0.5180504
42962,1,0.9504124
42963,0,0.17702478
42964,0,0.048083562
42965,0,0.0022687507
42966,1,0.93134195
42967,1,0.74722964
42968,0,0.014517654
42969,0,0.2054745
42970,0,0.084323704
42971,0,0.2010924
42972,1,0.8719458
42973,1,0.7825694
42974,0,0.06228331
42975,0,0.27439868
42976,0,0.2306314
42977,0,0.13294558
42978,1,0.7293002
42979,0,0.14870532
42980,1,0.5137637
42981,0,0.30617824
42982,0,0.2501833
42983,0,0.11358543
42984,1,0.5103377
42985,0,0.4972983
42986,0,0.48772308
42987,1,0.9609124
42988,0,0.0468193
42989,0,0.23357439
42990,1,0.7360195
42991,0,0.077862486
42992,0,0.069286585
42993,0,0.11509959
42994,1,0.63373965
42995,1,0.7517049
42996,0,0.17334093
42997,1,0.5359682
42998,1,0.8626909
42999,1,0.8774142
43000,0,0.3657378
43001,0,0.14290878
43002,0,0.3303065
43003,1,0.7672849
43004,1,0.79585254
43005,0,0.26913062
43006,1,0.7708572
43007,0,0.25461417
43008,0,0.25015825
43009,0,0.1628573
43010,1,0.5238386
43011,0,0.21234457
43012,0,0.41039
43013,0,0.39625514
43014,1,0.62767375
43015,0,0.16525383
43016,1,0.5990792
43017,0,0.315097
43018,0,0.046707045
43019,0,0.20863508
43020,1,0.8299139
43021,0,0.32531857
43022,0,0.39397484
43023,1,0.64136374
43024,0,0.06529138
43025,0,0.4448827
43026,1,0.7357257
43027,0,0.071927704
43028,0,0.25239584
43029,1,0.55579674
43030,0,0.17002079
43031,0,0.048016798
43032,0,0.012150283
43033,1,0.8092192
43034,0,0.2976778
43035,0,0.2908978
43036,0,0.027558774
43037,0,0.04741686
43038,0,0.40141132
43039,0,0.27405125
43040,0,0.13482167
43041,0,0.12832992
43042,0,1.1848584e-17
43043,1,0.7560016
43044,0,0.057484586
43045,0,0.23274459
43046,1,0.8097176
43047,0,0.14736427
43048,0,0.19089699
43049,0,0.14926414
43050,1,0.5793337
43051,0,0.15092608
43052,0,0.01835415
43053,1,0.65674245
43054,0,0.21760625
43055,0,0.16270454
43056,0,0.19882102
43057,0,0.122496605
43058,1,0.94163203
43059,1,0.8963715
43060,0,0.007526728
43061,0,0.08083704
43062,0,0.21484873
43063,1,0.6035834
43064,1,0.9234031
43065,0,0.41391054
43066,0,0.2647194
43067,0,0.25084507
43068,1,0.74700236
43069,0,0.033268243
43070,0,0.2762997
43071,0,0.0005747679
43072,0,0.0033075318
43073,0,0.32539743
43074,1,0.7417211
43075,0,0.18488847
43076,0,0.01503955
43077,0,0.39347053
43078,0,0.42436588
43079,1,0.5870438
43080,0,0.13865882
43081,0,0.10335934
43082,0,0.13581373
43083,0,0.08998128
43084,0,0.0147194415
43085,0,0.0004596327
43086,0,0.03497383
43087,0,0.45047793
43088,0,0.3263017
43089,1,0.93596905
43090,1,0.555481
43091,1,0.80853903
43092,0,0.05798679
43093,1,0.92326885
43094,0,0.26976335
43095,0,0.0065033548
43096,1,0.791123
43097,0,0.11660278
43098,1,0.62025595
43099,1,0.8683382
43100,0,0.34774083
43101,0,0.33993053
43102,1,0.66098446
43103,0,0.045448832
43104,0,0.042540107
43105,0,0.457916
43106,0,0.49132252
43107,1,0.565428
43108,0,0.039342582
43109,0,0.22821215
43110,1,0.8641015
43111,0,0.42514494
43112,1,0.769128
43113,0,0.1932545
43114,1,0.6696663
43115,0,0.24568474
43116,1,0.596759
43117,0,0.13858752
43118,0,0.07301007
43119,1,0.75443995
43120,1,0.75865275
43121,0,0.10465164
43122,1,0.54045755
43123,1,0.66521704
43124,1,0.87921745
43125,1,0.60948926
43126,0,0.44142213
43127,1,0.5239462
43128,1,0.9514392
43129,1,0.6356542
43130,0,0.2965835
43131,0,0.4400054
43132,0,0.33046916
43133,1,0.8512899
43134,1,0.55024874
43135,1,0.5510458
43136,0,0.34045297
43137,0,0.32275867
43138,0,0.040077183
43139,0,0.16813262
43140,0,0.20788874
43141,0,0.11935982
43142,1,0.94565743
43143,0,0.30327833
43144,1,0.74452037
43145,1,0.93609095
43146,0,0.058804117
43147,0,0.23212935
43148,1,0.79184604
43149,0,0.042817906
43150,1,0.8539501
43151,0,0.09817263
43152,0,0.03122232
43153,0,0.17047566
43154,0,0.08004241
43155,0,0.09560851
43156,0,0.04720472
43157,0,0.023862898
43158,1,0.73233783
43159,0,0.19114318
43160,1,0.8808968
43161,0,0.092463
43162,0,0.39861152
43163,0,0.042097002
43164,0,0.02807883
43165,1,0.7310093
43166,0,0.025576768
43167,0,0.0020925626
43168,0,0.001910297
43169,1,0.5459169
43170,0,0.12517467
43171,1,0.90089285
43172,1,0.9583875
43173,0,0.23501451
43174,1,0.9382637
43175,1,0.9400176
43176,0,0.2020384
43177,0,0.053100653
43178,0,0.014548323
43179,1,0.5470448
43180,1,0.8615168
43181,0,0.1693957
43182,1,0.9546621
43183,0,0.006517999
43184,0,0.26512673
43185,1,0.9442615
43186,0,1.184248e-06
43187,0,0.49495256
43188,0,0.46880037
43189,0,0.0455686
43190,0,0.31751254
43191,0,0.18766734
43192,1,0.63269114
43193,0,0.39722294
43194,0,0.3308673
43195,0,0.12794164
43196,1,0.6547603
43197,0,0.19760974
43198,1,0.8669814
43199,0,0.0063073114
43200,0,0.2724489
43201,1,0.8186275
43202,0,0.032052703
43203,0,0.065219805
43204,0,0.37980345
43205,0,0.097553216
43206,1,0.7390978
43207,0,0.0007243166
43208,1,0.9375864
43209,0,0.12708764
43210,0,0.27705106
43211,1,0.5865322
43212,0,0.4470856
43213,0,0.26544315
43214,0,0.06956287
43215,0,0.26211005
43216,1,0.5487982
43217,0,0.046018567
43218,1,0.5776936
43219,0,0.0014569175
43220,0,0.46520662
43221,0,0.46792552
43222,0,0.23471065
43223,0,0.008418679
43224,0,0.07580886
43225,0,0.14471589
43226,1,0.6405721
43227,1,0.649136
43228,0,0.09272005
43229,0,0.1281218
43230,0,2.4049366e-05
43231,1,0.6930815
43232,0,0.43147466
43233,0,0.15323374
43234,0,0.07411351
43235,0,0.002235599
43236,0,0.006350571
43237,0,0.21487683
43238,0,0.12848465
43239,0,0.20154783
43240,0,0.11673695
43241,0,0.3629042
43242,0,0.1919747
43243,1,0.57729614
43244,1,0.80956227
43245,1,0.5006084
43246,0,0.0044831657
43247,0,0.19468753
43248,1,0.6832802
43249,1,0.77327365
43250,1,0.81951326
43251,1,0.5029913
43252,1,0.94379354
